Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology
7,313,264,3,1043,227,11,4,0,0,21,2123,5
7,312,404,3,1158,38,11,5,0,0,17,2142,5
7,312,2089,3,1244,42,9,5,0,0,24,2115,5
7,312,2203,3,1331,50,8,5,0,0,10,2089,5
7,312,705,3,1448,104,10,5,0,0,15,2056,5
7,312,4852,4,1535,14,11,4,1,0,14,2030,5
7,312,4876,4,1623,22,9,5,0,1,10,2031,5
7,312,1273,4,1741,307,10,4,0,0,7,2025,5
7,312,326,3,1830,3,8,4,0,0,12,2032,5
7,312,613,3,1918,347,10,4,0,0,14,2034,5
7,312,1188,3,2036,68,8,5,0,0,21,2008,5
7,311,3373,3,2125,72,8,5,0,0,22,1975,5
7,311,1216,4,2214,340,9,4,0,0,10,1956,5
7,311,2442,4,2333,275,12,4,0,0,15,1965,5
7,315,152,3,426,78,9,4,0,0,4,1708,5
7,315,411,4,457,120,8,5,0,0,5,1696,5
7,315,2669,4,391,241,6,5,0,0,9,1704,5
7,315,958,4,351,256,11,5,0,0,8,1717,5
7,314,174,3,308,5,13,4,0,0,7,1732,5
7,314,1464,4,212,210,11,5,0,0,7,1721,5
7,314,71,4,150,274,11,4,0,0,5,1754,5
7,314,560,3,94,194,10,5,0,0,5,1747,5
7,314,411,4,42,185,12,4,0,0,4,1750,5
7,314,2980,3,30,286,16,4,0,0,24,1771,5
7,314,2258,2,84,283,14,4,-1,1,38,1822,5
7,314,904,3,189,283,13,4,0,0,15,1868,5
7,314,741,3,276,270,13,4,-1,0,20,1907,5
7,313,181,3,335,297,11,5,0,0,11,1924,5
6,313,1151,2,403,252,9,5,-1,1,28,1968,5
6,313,353,3,466,236,11,4,0,0,15,1993,5
7,313,264,3,534,186,11,5,-1,0,11,2011,5
7,313,255,2,632,188,9,5,-1,0,15,2009,5
7,313,1846,3,711,237,8,5,0,0,23,2024,5
7,313,1037,3,792,199,8,5,-1,0,14,2043,5
7,313,1241,3,902,226,8,5,0,0,17,2064,5
7,313,927,3,986,251,12,4,0,0,19,2087,5
7,313,656,3,1072,241,11,4,0,0,18,2110,5
7,312,515,3,1186,315,11,4,0,0,4,2155,5
7,312,1345,3,1271,64,8,5,0,0,19,2132,5
7,312,3150,3,1356,70,7,5,1,0,24,2091,5
7,312,5946,3,1471,21,9,4,1,0,13,2054,5
7,312,635,3,1557,58,8,5,0,0,11,2050,5
7,312,667,3,1644,50,8,5,0,0,13,2037,5
7,312,815,3,1760,326,12,4,0,0,19,2035,5
7,312,119,3,1848,327,7,4,-1,0,7,2053,5
7,312,63,4,1936,75,6,5,0,1,7,2052,5
7,311,1005,3,2053,85,9,5,0,0,24,2012,5
7,311,3068,3,2141,45,8,4,0,-1,17,1979,5
7,311,735,3,2229,39,12,4,0,1,11,1971,5
7,311,879,3,2347,310,14,4,0,0,13,1970,5
7,311,195,3,2436,343,12,4,-1,1,8,1991,5
7,315,210,3,276,151,13,5,0,0,5,1697,6
7,315,315,3,342,172,11,5,0,0,12,1702,5
7,315,227,4,361,315,10,5,0,0,2,1695,5
7,315,503,3,295,332,14,4,0,0,10,1718,5
7,314,54,4,241,309,12,4,0,0,3,1729,5
7,314,293,3,212,169,11,5,0,0,14,1731,5
7,314,432,4,150,160,11,5,0,0,7,1713,5
7,314,1105,3,67,196,9,5,0,0,20,1725,5
7,314,3078,4,0,214,12,4,0,0,10,1734,5
7,314,655,2,30,282,13,4,0,0,14,1764,5
7,314,840,3,84,276,14,4,0,0,21,1800,5
7,314,970,3,150,264,13,4,0,1,23,1831,5
7,314,663,3,254,184,12,4,0,0,16,1856,5
7,314,2032,3,324,207,13,4,0,0,28,1868,5
7,313,1593,3,402,192,10,5,0,0,28,1886,5
7,313,4086,3,499,235,9,4,0,0,33,1915,5
7,313,1715,3,553,207,12,5,0,0,24,1950,5
7,313,1122,3,615,169,10,5,-1,0,26,1959,5
7,313,6094,3,702,216,10,5,0,-1,20,1942,5
7,313,1671,3,774,218,12,4,0,0,23,1979,5
7,313,3676,3,849,182,7,5,0,0,33,1986,5
9,313,8455,3,952,224,8,5,0,0,25,2006,5
9,313,3638,3,1033,241,6,5,0,0,24,2054,5
9,312,6093,3,1114,249,11,4,-1,1,26,2087,5
9,312,1691,2,1225,224,13,4,0,0,24,2133,5
7,312,204,3,1309,234,12,4,-1,1,10,2155,5
7,312,446,2,1394,65,10,4,0,0,27,2133,5
9,312,472,2,1508,110,5,5,0,0,19,2095,5
9,312,1110,2,1594,107,6,5,0,0,27,2064,5
7,312,947,3,1679,151,9,5,0,0,26,2039,5
7,312,930,2,1793,138,8,5,-2,1,36,2019,5
6,312,2784,3,1879,178,8,5,0,0,31,1982,5
6,312,2347,2,1965,171,6,5,1,0,33,1977,5
7,311,1689,2,2081,198,7,5,0,0,26,2003,5
7,311,106,3,2168,187,7,5,-1,0,5,2014,5
6,311,555,3,2255,13,8,4,0,0,19,2005,5
6,311,284,3,2372,92,9,5,0,0,13,2002,5
7,311,1069,3,2460,168,10,5,0,0,15,1968,5
7,311,567,3,2547,120,9,5,0,0,17,1958,5
7,315,268,3,216,103,13,4,0,0,10,1691,6
7,315,542,4,295,184,12,5,0,0,8,1683,5
7,315,624,4,295,243,12,4,0,0,8,1686,5
7,314,137,4,216,186,13,4,0,0,5,1721,5
7,314,263,3,169,168,12,4,0,0,13,1718,5
7,314,800,4,123,150,13,5,0,0,14,1707,5
7,314,1867,4,94,176,12,4,0,0,8,1701,5
7,314,5674,5,30,300,12,4,0,0,16,1712,5
7,314,6307,4,30,304,13,4,0,0,16,1732,5
7,314,1183,3,120,253,11,4,0,0,20,1758,5
7,314,905,3,150,225,12,4,0,0,20,1788,5
7,314,912,3,212,209,12,5,0,0,25,1801,5
7,314,1870,3,300,196,12,5,0,0,23,1825,5
7,313,2751,3,375,215,12,4,0,0,20,1834,5
7,313,1179,3,450,175,13,5,0,0,15,1850,5
7,313,3642,3,550,237,12,4,0,0,32,1885,5
7,313,1720,3,624,182,12,4,0,0,26,1911,5
7,313,1753,3,680,167,8,5,0,0,27,1912,5
7,313,8347,4,763,237,11,4,0,0,21,1928,5
7,313,2075,3,829,196,9,5,0,0,21,1942,5
7,313,3919,3,900,221,8,5,0,-1,18,1942,5
9,313,6987,4,998,276,10,4,0,0,24,1988,5
9,313,1872,3,1075,266,12,4,-1,0,31,2053,5
9,312,2346,3,1154,252,11,4,0,1,17,2077,5
9,312,2653,3,1261,250,13,4,0,0,23,2119,5
7,312,631,3,1343,210,12,4,0,0,10,2136,5
7,312,129,3,1426,119,8,5,-2,1,37,2139,5
9,312,1769,2,1537,130,5,5,0,0,34,2063,5
9,312,1678,2,1622,134,6,5,-2,2,40,2031,5
7,312,4041,3,1707,169,9,5,0,0,30,1983,5
7,312,2479,3,1821,126,8,5,0,0,33,1961,5
6,312,4552,3,1907,174,8,5,0,0,26,1934,5
6,311,2755,3,1992,170,7,5,0,0,25,1932,5
7,311,3831,3,2106,220,9,4,0,0,33,1947,5
7,311,1611,3,2192,236,8,5,0,0,30,1986,5
6,311,240,2,2278,155,9,5,0,0,16,2014,5
6,311,720,3,2394,116,9,5,0,0,21,1989,5
7,311,3220,3,2481,123,9,5,0,-1,13,1942,5
7,311,1453,3,2568,154,9,5,0,0,16,1934,5
7,315,310,4,67,200,15,4,0,0,4,1680,6
7,315,1182,4,174,205,13,4,0,0,6,1680,6
7,315,41,5,247,281,16,4,0,0,1,1678,6
7,315,713,4,216,283,15,4,0,0,14,1694,6
7,314,206,3,150,174,11,5,0,0,7,1708,5
7,314,1287,4,94,139,12,4,0,0,11,1700,5
7,314,1707,4,42,174,12,5,0,0,9,1690,5
7,314,583,4,30,319,13,4,0,0,13,1703,5
7,314,185,3,0,276,11,4,-1,1,12,1737,5
7,314,446,4,67,212,10,5,0,0,7,1734,5
7,314,330,3,174,197,12,4,0,0,15,1739,5
7,314,1815,3,228,213,14,4,0,0,16,1757,5
7,314,2815,3,276,199,12,4,0,0,22,1770,5
7,313,6596,4,361,233,13,4,0,0,13,1794,5
7,313,1977,3,426,211,14,4,0,0,18,1807,5
7,313,1966,3,499,186,12,4,1,-2,17,1816,5
7,313,2877,3,600,256,14,4,0,0,20,1852,5
7,313,1325,3,674,156,11,5,0,0,20,1882,5
7,313,3798,3,750,163,8,5,0,0,21,1866,5
7,313,1120,2,827,173,9,5,0,0,22,1900,5
7,313,17002,4,890,198,8,5,0,0,23,1895,5
7,313,27630,4,956,252,9,5,0,0,31,1928,5
9,313,1845,2,1050,263,8,4,0,1,22,2003,5
9,312,1985,3,1123,256,9,5,0,1,30,2046,5
9,312,2459,4,1198,223,12,4,0,0,12,2064,5
9,312,1305,3,1302,212,11,4,0,0,20,2092,5
7,312,1640,3,1381,214,12,4,0,0,26,2109,5
7,312,1343,2,1462,120,9,5,-1,0,34,2101,5
9,312,5215,3,1571,126,5,5,0,0,34,2014,5
9,312,9010,3,1654,125,9,5,1,0,36,1964,5
7,312,3023,3,1738,146,9,5,0,0,27,1946,5
7,312,3588,3,1850,163,6,5,0,0,29,1929,5
7,312,7299,4,1935,150,8,5,0,-1,13,1895,5
7,311,2351,3,2020,170,7,5,0,0,15,1896,5
6,311,6063,3,2135,233,9,5,0,0,27,1912,5
6,311,2638,3,2220,239,8,4,0,0,33,1957,5
6,311,893,3,2305,171,7,4,0,2,6,1999,5
7,311,2934,3,2419,120,10,5,0,0,23,1960,5
9,311,3348,3,2505,115,7,5,0,0,22,1930,5
9,311,6908,4,2592,147,10,5,0,0,10,1908,5
7,311,1155,4,2707,147,10,5,0,0,13,1899,5
7,315,1106,4,42,187,12,4,0,0,7,1669,6
7,315,143,5,30,135,14,4,0,0,2,1675,6
7,315,380,5,123,164,12,4,0,0,2,1669,6
7,315,628,3,134,277,13,4,0,0,14,1680,6
7,314,79,4,108,149,12,4,0,0,5,1690,6
7,314,945,4,60,169,10,5,0,0,10,1682,5
7,314,2723,4,0,296,11,5,1,0,11,1682,5
7,314,851,4,30,297,12,4,0,0,8,1699,5
7,314,257,4,90,237,13,4,0,0,6,1716,5
7,314,94,4,108,187,14,4,0,0,5,1723,5
7,314,1158,4,150,163,11,5,0,0,9,1713,5
7,314,3111,4,234,245,12,4,0,0,17,1723,5
7,314,709,3,308,181,13,4,0,0,11,1740,5
7,314,5768,4,375,203,9,5,0,0,8,1739,5
7,313,1155,3,445,185,11,5,0,0,25,1764,5
7,313,4276,3,509,208,12,4,0,0,22,1774,5
7,313,323,2,573,194,12,4,0,-2,17,1792,5
7,313,1332,2,666,234,11,4,0,1,27,1844,5
7,313,3404,3,740,145,12,5,0,0,25,1828,5
7,313,21883,4,816,207,11,5,0,0,22,1825,5
7,313,53546,4,915,259,9,5,0,0,23,1851,5
7,313,1779,2,976,313,10,4,0,0,29,1889,5
7,313,644,2,1039,281,9,4,0,1,23,1932,5
9,312,2112,3,1126,218,8,5,0,0,27,1968,5
9,312,5775,3,1194,231,9,5,1,0,34,1996,5
9,312,7400,4,1266,208,12,4,0,0,28,2026,5
9,312,1852,3,1364,192,11,5,0,0,21,2055,5
9,312,2667,3,1440,191,13,4,0,0,24,2059,5
9,312,661,3,1518,155,10,5,0,1,15,2071,5
7,312,4728,2,1623,103,5,5,0,0,34,1978,5
7,312,6085,3,1703,104,6,5,0,0,26,1935,5
7,312,18854,4,1785,184,9,5,0,0,16,1909,5
7,312,2903,3,1894,123,9,5,0,0,18,1875,5
7,311,504,3,1977,135,8,5,0,0,14,1874,5
7,311,4717,3,2061,146,8,5,0,0,13,1858,5
6,311,2507,3,2173,236,7,5,0,0,20,1896,5
6,311,2197,2,2258,235,6,2,0,0,28,1925,5
6,311,1588,2,2343,229,8,4,0,0,33,1973,5
7,311,457,3,2457,83,9,5,0,0,21,1969,5
9,311,1643,3,2542,37,10,4,0,0,21,1944,5
9,311,1752,3,2627,25,9,4,0,0,18,1925,5
7,311,1344,3,2741,21,12,4,0,0,15,1907,5
7,311,224,3,2827,59,9,5,0,0,5,1899,5
7,315,875,3,161,43,8,4,0,0,16,1682,6
7,315,625,4,84,77,11,5,0,0,6,1665,6
7,315,325,4,0,235,11,4,0,0,9,1672,6
7,315,200,5,94,143,14,4,0,0,2,1667,6
7,314,304,3,67,208,12,4,0,0,9,1678,6
7,314,175,4,30,165,11,5,0,0,8,1680,6
7,314,1283,5,0,304,15,4,0,0,13,1682,6
7,314,280,4,42,253,13,4,0,0,5,1694,5
7,314,161,4,108,215,13,5,0,0,7,1703,5
7,314,486,4,169,242,13,4,0,0,4,1712,5
7,314,180,4,189,114,12,4,0,0,2,1715,5
7,314,366,4,228,104,12,5,0,0,7,1706,5
7,314,1244,4,296,240,13,4,0,0,12,1714,5
7,314,5681,4,361,183,9,5,0,0,9,1714,5
7,313,9045,4,432,241,10,5,0,0,10,1733,5
7,313,1937,3,516,203,11,4,0,0,10,1732,5
7,313,3445,3,573,250,13,4,0,0,18,1752,5
7,313,26791,4,636,221,11,5,0,0,22,1762,5
7,313,1247,2,722,214,11,4,0,0,26,1805,5
7,313,1479,3,792,143,12,5,0,0,27,1800,5
7,313,28842,4,865,221,9,5,0,0,23,1796,5
7,313,15440,4,966,266,13,4,0,0,34,1852,5
7,313,342,3,1040,218,11,4,0,0,20,1896,5
7,313,804,3,1103,197,10,5,0,1,16,1910,5
9,312,4924,3,1187,214,10,5,0,0,30,1928,5
9,312,8602,3,1253,241,8,5,1,-1,34,1954,5
9,312,7931,4,1321,237,8,4,0,0,20,1995,5
9,312,1302,3,1416,177,12,5,0,0,14,2026,5
9,312,2900,3,1489,189,12,5,0,0,21,2022,5
9,312,1634,3,1564,197,12,4,0,0,18,2034,5
7,312,1770,2,1667,106,5,5,0,0,31,1974,5
7,312,3900,3,1745,132,7,5,0,0,24,1914,5
7,312,3574,3,1824,117,7,5,1,0,24,1874,5
7,312,460,3,1932,112,9,5,0,0,11,1876,5
7,311,11517,4,2013,135,9,5,0,-1,19,1842,5
7,311,8153,4,2095,203,8,5,0,0,12,1842,5
6,311,1941,3,2206,233,4,2,0,0,20,1871,5
6,311,2079,2,2289,226,7,4,1,0,22,1896,5
6,311,2385,2,2373,236,7,5,0,0,37,1937,5
7,311,34,4,2486,297,7,5,0,0,9,1982,5
9,311,1129,2,2571,41,9,4,-1,2,22,1988,5
9,311,838,2,2656,79,7,5,0,0,14,1952,5
7,311,714,3,2770,75,8,5,-2,1,19,1937,5
7,310,674,3,2855,94,7,5,0,0,12,1898,5
7,310,0,4,2940,111,8,5,0,0,5,1888,5
7,315,2559,3,189,103,11,4,0,0,12,1685,6
7,315,4354,4,108,67,10,4,0,0,16,1669,6
7,315,314,4,30,225,13,5,0,0,8,1663,6
7,315,205,4,60,285,13,4,0,0,5,1664,6
7,314,2030,5,0,192,10,5,0,0,3,1664,6
7,314,1633,5,42,310,11,4,0,0,7,1671,6
7,314,401,4,84,263,13,4,0,0,5,1686,6
7,314,161,5,123,204,13,4,0,0,2,1692,5
7,314,536,5,169,217,13,5,0,0,2,1696,5
7,314,150,4,241,220,13,4,0,0,4,1710,5
7,314,331,4,276,200,12,4,0,0,4,1709,5
7,314,232,4,308,110,12,5,0,0,13,1701,5
7,314,1005,4,366,265,12,4,0,0,13,1706,5
7,314,5647,4,424,141,9,5,0,0,6,1704,5
7,313,547,4,488,208,6,2,0,0,12,1716,5
7,313,11168,4,582,205,10,5,0,0,16,1714,5
7,313,3234,3,642,202,10,5,0,0,18,1728,5
7,313,6813,4,700,199,9,5,0,0,12,1732,5
7,313,2301,2,785,216,11,4,0,0,27,1767,5
7,313,6279,3,849,142,10,5,0,0,17,1768,5
7,313,4476,3,918,281,12,4,0,0,19,1787,5
7,313,2218,2,1015,230,10,5,1,0,36,1829,5
7,313,1988,3,1090,208,10,4,0,0,24,1865,5
7,313,1562,3,1164,176,10,5,0,0,23,1874,5
9,312,21063,4,1251,261,9,4,0,0,29,1896,5
9,312,5871,3,1315,263,10,4,0,0,33,1940,5
9,312,1152,3,1380,261,8,5,0,0,17,1985,5
9,312,1776,3,1471,167,11,5,0,0,27,1985,5
9,312,11319,4,1542,193,10,5,0,-1,27,1976,5
9,312,1369,3,1614,232,8,5,0,0,12,1997,5
9,312,1968,2,1714,113,5,5,0,0,32,1956,5
9,312,1247,2,1790,115,7,5,0,1,23,1912,5
9,312,3582,3,1867,93,7,5,1,-1,30,1861,5
9,311,14034,4,1972,197,8,5,0,1,17,1853,5
7,311,5455,3,2052,100,8,5,1,-1,20,1827,5
7,311,25083,4,2133,234,6,2,0,0,14,1827,5
9,311,1342,3,2241,225,7,4,0,0,20,1860,5
9,311,2370,3,2324,202,7,5,0,0,13,1876,5
9,311,4112,3,2406,242,10,4,0,0,27,1896,5
7,311,1519,3,2518,227,7,4,0,0,17,1967,5
7,311,796,3,2601,160,8,5,0,0,21,1968,5
7,311,1004,2,2686,128,6,5,0,0,27,1937,5
7,311,1008,3,2799,161,8,5,0,0,16,1917,5
7,310,1089,3,2884,103,7,5,0,0,18,1892,5
7,310,447,4,2969,128,9,5,0,0,6,1880,5
7,315,1982,2,429,58,10,4,2,0,37,1755,6
7,315,2521,3,342,59,12,4,0,0,20,1723,6
7,315,2584,3,228,81,10,5,0,0,11,1697,6
7,315,862,3,150,105,11,5,0,0,10,1679,6
7,315,516,4,60,93,12,4,0,0,16,1664,6
7,314,1184,5,30,217,12,4,0,0,7,1650,6
7,314,1048,4,67,241,12,5,0,0,13,1661,6
7,314,164,4,127,228,13,4,0,0,5,1673,6
7,314,228,4,189,218,13,4,0,0,6,1679,6
7,314,1796,5,228,191,11,5,0,0,6,1682,6
7,314,319,5,268,234,12,4,0,0,2,1688,6
7,314,375,4,339,182,13,4,0,0,5,1699,5
7,314,657,4,391,222,13,4,0,0,6,1699,5
7,314,280,3,417,99,12,5,0,0,14,1689,5
7,314,3627,5,469,200,12,4,0,0,12,1687,5
7,313,181,5,516,244,12,5,0,0,7,1696,5
7,313,320,4,573,145,12,5,0,0,12,1693,5
7,313,17776,4,657,266,8,5,0,0,25,1713,5
7,313,207,3,726,140,10,5,-1,0,10,1733,5
7,313,729,4,792,148,9,5,0,0,14,1711,5
7,313,19881,4,870,244,10,4,0,0,14,1725,5
7,313,16512,4,933,234,11,4,0,0,13,1746,5
7,313,1107,3,997,217,10,5,0,0,12,1770,5
7,313,18324,4,1087,282,12,4,1,-1,24,1790,5
7,313,23063,4,1158,267,11,5,0,0,13,1824,5
7,312,17626,4,1231,272,11,4,0,-1,19,1850,5
9,312,436,3,1332,220,9,5,0,0,19,1897,5
9,312,2310,3,1400,217,9,5,0,0,21,1913,5
9,312,1346,3,1463,225,10,4,0,0,26,1942,5
9,312,1673,3,1548,140,11,5,0,0,24,1923,5
9,312,14452,4,1612,207,9,5,0,0,28,1920,5
9,312,1248,3,1679,204,8,5,0,0,26,1947,5
9,312,998,2,1771,105,7,5,0,0,44,1922,5
9,312,5223,3,1842,113,5,5,0,-1,24,1862,5
9,312,4459,3,1914,180,7,5,0,0,24,1847,5
9,311,632,4,2013,113,7,5,0,0,15,1825,5
7,311,15482,4,2089,139,8,5,0,0,12,1809,5
7,311,17115,5,2166,225,9,4,0,0,6,1808,5
9,311,7024,4,2269,258,6,4,1,0,28,1838,5
9,311,395,3,2348,295,5,4,0,1,18,1887,5
9,311,221,3,2428,278,10,4,2,0,19,1890,5
7,311,719,2,2535,182,7,5,0,0,27,1949,5
7,311,1811,2,2617,151,6,5,0,0,32,1929,5
7,311,3030,3,2698,166,8,5,0,0,17,1906,5
7,310,335,3,2808,91,9,5,0,0,8,1895,5
7,310,2701,4,2891,112,9,5,0,0,8,1884,5
7,310,272,4,2974,18,13,4,0,0,2,1877,5
7,310,546,4,3086,14,12,4,0,0,10,1870,5
7,315,2150,2,456,66,12,4,0,-2,38,1787,6
7,315,2142,3,371,62,11,4,0,0,26,1748,6
7,315,2371,3,256,66,10,5,0,1,28,1713,6
7,315,2907,3,174,51,10,5,0,0,8,1678,6
7,315,3885,4,94,96,10,4,0,0,8,1665,6
7,314,277,4,0,188,8,5,0,0,4,1643,6
7,314,2323,4,84,278,11,4,0,0,12,1658,6
7,314,406,5,161,284,14,4,0,0,4,1669,6
7,314,87,5,268,149,12,4,0,0,9,1671,6
7,314,2942,5,308,271,12,4,0,0,9,1675,6
7,314,414,5,349,270,14,4,0,0,2,1686,6
7,314,324,4,408,183,13,4,0,0,8,1688,5
7,314,337,4,466,227,13,5,0,0,7,1690,5
7,314,181,3,502,104,12,5,0,0,17,1685,5
7,314,12997,5,550,217,12,4,0,0,9,1675,5
7,313,318,4,591,240,14,4,-1,0,8,1690,5
7,313,488,4,642,155,13,5,0,0,8,1678,5
7,313,721,3,721,217,8,5,0,0,18,1695,5
7,313,663,2,785,164,10,5,0,0,22,1698,5
7,313,568,4,852,240,11,5,0,0,3,1702,5
7,313,5640,4,937,188,12,5,0,0,11,1713,5
7,313,16965,4,997,210,13,4,0,0,16,1718,5
7,313,28393,4,1046,222,13,4,0,0,23,1745,5
7,313,2801,3,1101,235,11,4,0,0,26,1799,5
7,312,271,4,1148,217,12,4,0,0,16,1837,5
7,312,313,3,1200,191,12,4,0,0,25,1848,5
9,312,3135,3,1275,235,9,5,0,0,22,1862,5
9,312,1711,3,1336,253,11,4,0,0,12,1899,5
7,312,1924,3,1400,250,12,4,0,0,12,1913,5
7,312,1308,2,1485,130,10,5,0,0,35,1893,5
7,312,8196,3,1552,222,8,5,-1,1,35,1887,5
7,312,1974,3,1621,211,8,5,0,0,23,1918,5
9,312,1345,2,1716,120,7,5,2,-1,45,1874,5
9,312,1553,2,1789,131,6,5,0,1,23,1853,5
9,311,7845,3,1863,137,7,5,0,-1,15,1813,5
7,311,977,3,1965,165,7,5,0,0,20,1805,5
7,311,1927,4,2042,160,10,5,0,0,7,1802,5
7,311,1710,5,2121,302,7,4,0,0,14,1813,5
7,311,2865,3,2227,270,8,4,0,0,13,1842,5
7,311,702,3,2307,271,7,4,0,-1,16,1878,5
7,311,196,3,2388,321,8,4,0,0,6,1890,5
9,311,1293,2,2497,166,6,5,1,0,35,1879,5
9,311,1452,2,2580,171,6,5,0,0,26,1882,5
9,311,5092,3,2663,196,7,5,0,0,25,1867,5
6,310,555,3,2774,183,7,5,0,0,12,1882,5
6,310,1262,4,2858,144,9,5,0,0,12,1878,5
6,310,281,4,2942,165,9,5,0,0,9,1877,5
7,310,199,4,3055,247,6,5,0,0,8,1875,5
7,315,1189,3,569,208,11,4,0,0,17,1792,6
